file,title,knowledge_id,bytes,parse_status,summary_status,enable_status
用于医学影像的线阵超声换能器.md,用于医学影像的线阵超声换能器.md,cfd6acfc-feb6-4232-ab8d-8c9014af033f,8502,completed,completed,enabled
电动三轮车.md,电动三轮车.md,efde8b22-7910-4d1d-93c9-233bd3cd0346,6965,completed,completed,enabled
电子号火箭.md,电子号火箭.md,7ac9275d-ef3f-4970-88e2-c4483fdc4dd3,3231,completed,completed,enabled
电子电路仿真.md,电子电路仿真.md,cce51808-b8df-4939-b981-82c716740504,4449,completed,completed,enabled
电工钢.md,电工钢.md,1e06c06b-7fa6-4147-92b1-1980ff28ecfb,3453,completed,completed,enabled
电弧故障.md,电弧故障.md,733d5447-94e2-4520-8bac-96ee222e16b7,1401,completed,completed,enabled
电机.md,电机.md,506dabd8-9d5f-4604-8906-d1111d2cc245,2682,completed,completed,enabled
电磁阀.md,电磁阀.md,beae74b0-8520-400f-ac92-78adc00f3970,1061,completed,completed,enabled
电阻制动.md,电阻制动.md,94357702-132d-4ad2-bdf4-7244b582a4e9,2999,completed,completed,enabled
直流刹车.md,直流刹车.md,2f08f000-e6fa-4731-ac50-c69eae7aa49e,3212,completed,completed,enabled
直驱式机构.md,直驱式机构.md,0843a5e8-4595-414f-b26c-6f9f28bab3c4,4201,completed,completed,enabled
相对漏电起痕指数.md,相对漏电起痕指数.md,28e3cec5-0d6f-42ef-85ba-2dc07b9f226b,2359,completed,completed,enabled
相干态.md,相干态.md,f7ce080c-1177-4698-ae5a-412b5ad09282,7213,completed,completed,enabled
相铁10000系电联车.md,相铁10000系电联车.md,bdca338c-b979-454c-add3-a07606292342,7459,completed,completed,enabled
瞬态电压抑制二极管也称为TVS二极管.md,瞬态电压抑制二极管也称为TVS二极管.md,ee58f28c-9869-4c06-b774-1c9d5406b5fe,2793,completed,completed,enabled
短时间负载.md,短时间负载.md,595f651e-8a58-4f7e-b168-5274318547f3,3804,completed,completed,enabled
砖 (电子设备).md,砖 (电子设备).md,4bab4b1a-252e-4dd8-916f-1b01f00bcbc0,5814,completed,completed,enabled
硬盘保护卡.md,硬盘保护卡.md,00b004c1-7a4f-4c72-a7a7-43b720296721,6492,completed,completed,enabled
碘坑.md,碘坑.md,c70c4942-284c-4c0a-b379-8489b93902f2,6246,completed,completed,enabled
磁饱和.md,磁饱和.md,b02aaa58-a2cc-4332-83f1-b355403a6e3d,4150,completed,completed,enabled
离合器.md,离合器.md,450c2633-c3bb-47d9-8c12-db1929233e01,3675,completed,completed,enabled
离子敏感场效应晶体管.md,离子敏感场效应晶体管.md,74db9fb8-0071-442a-9ccd-a020d71debdd,4271,completed,completed,enabled
稳压器或电压调节器.md,稳压器或电压调节器.md,14e3fb7f-861a-49c1-add0-cac7be272fc4,4314,completed,completed,enabled
第三代反应堆的安全性和经济性都将明显优于第二代反应堆.md,第三代反应堆的安全性和经济性都将明显优于第二代反应堆.md,97688a19-8be9-4d18-bffc-71cbfc37f634,4890,completed,completed,enabled
线性预测编码.md,线性预测编码.md,5f5e60ab-7105-420f-997d-bb9a2cb27943,4435,completed,completed,enabled
组策略.md,组策略.md,49aaae71-86dd-4693-8651-115770b79b80,7040,completed,completed,enabled
结型场效应管.md,结型场效应管.md,3a47dbec-bd4e-4e03-b98e-6126ffe64eb5,5120,completed,completed,enabled
绕线转子马达的示意图.md,绕线转子马达的示意图.md,aee66c07-004f-4545-ade4-4cc1cc14cc86,1479,completed,completed,enabled
维护或保养.md,维护或保养.md,5e04d0a0-2def-4029-8528-d49a33fcafec,4428,completed,completed,enabled
缓冲膨胀.md,缓冲膨胀.md,3ebcdc92-df0b-4767-b54b-2beba548fc23,6864,completed,completed,enabled
聚酰亚胺.md,聚酰亚胺.md,289989b1-e5b8-4683-92d3-b5935c42224e,5734,completed,completed,enabled
脑波.md,脑波.md,f034f611-bca6-441f-bab2-46b604628bca,5745,completed,completed,enabled
脑的亚稳态.md,脑的亚稳态.md,1fd88f2e-99ab-4d19-849c-1fd0720ae55e,6303,completed,completed,enabled
航空发动机.md,航空发动机.md,babcea72-a40b-4293-9c49-e6e2afaa070f,3263,completed,completed,enabled
苏联铁路SK型电力机车.md,苏联铁路SK型电力机车.md,58f2f86b-bad2-48fd-b0e4-b8b7e1c53930,3100,completed,completed,enabled
英国铁路92型电力机车.md,英国铁路92型电力机车.md,a633da3e-82c9-4fb4-940b-120c064b2c63,3537,completed,completed,enabled
西风号漫游车.md,西风号漫游车.md,08bc460f-f651-4bab-adac-1a207716d7b3,7981,completed,completed,enabled
视觉处理单元.md,视觉处理单元.md,4ff80048-d842-4999-84f2-ac6acd5d4e08,2458,completed,completed,enabled
调度.md,调度.md,7e260a12-08e3-4b20-afef-810636ed7443,5516,completed,completed,enabled
调节器.md,调节器.md,e6623c70-0efe-4239-89f8-0fede90b96f6,1539,completed,completed,enabled
谐振感应耦合.md,谐振感应耦合.md,55a26b8f-c4c9-41a4-bc34-bd74a7d23be8,5032,completed,completed,enabled
超音波马达为一种利用机械振动与摩擦力来产生推力的致动器.md,超音波马达为一种利用机械振动与摩擦力来产生推力的致动器.md,97bc9f6a-aaa5-4825-ac46-76d9f737159e,6347,completed,completed,enabled
越南铁路D18E型柴油机车.md,越南铁路D18E型柴油机车.md,8dc218ba-ffc2-4fdb-b8a1-33bbf8d56306,3076,completed,completed,enabled
越南铁路D19Er型柴油机车.md,越南铁路D19Er型柴油机车.md,dc002bd9-820c-424a-b663-2fe90259f51b,3614,completed,completed,enabled
越南铁路D19E型柴油机车.md,越南铁路D19E型柴油机车.md,1a19e2f5-dff2-4b6a-ba83-81ebaecc42f3,8137,completed,completed,enabled
轮系.md,轮系.md,5d72615a-fd32-4544-ba3c-1a6b72cadf61,2703,completed,completed,enabled
软件无线电.md,软件无线电.md,e9dd95ed-705c-485d-a8bc-e88e3bab3473,3978,completed,completed,enabled
轴电压.md,轴电压.md,042386c5-987a-4081-8b2b-3b0e785e72ed,2535,completed,completed,enabled
输入失调电压.md,输入失调电压.md,294e6273-53ee-44e8-a9e2-264ef3f9f5e9,1668,completed,completed,enabled
过电压指的.md,过电压指的.md,e9f204c9-ef53-4ed7-9278-9325110d0d47,1642,completed,completed,enabled
过载继电器.md,过载继电器.md,b49ff38e-ffd3-42f5-a318-56107fb116db,1885,completed,completed,enabled
进阶版气冷反应炉.md,进阶版气冷反应炉.md,cb20ca14-6f04-4450-8322-e71106e3a974,6011,completed,completed,enabled
迭代式开发也被称作迭代增量式开发或迭代进化式开发.md,迭代式开发也被称作迭代增量式开发或迭代进化式开发.md,0da71c7f-ec3b-40aa-bb02-0fb7a7e5e1c7,1264,completed,completed,enabled
通用垂直起降飞行器控制系统.md,通用垂直起降飞行器控制系统.md,1ba99343-c46c-4131-8c6b-cf89c66f7a43,5047,completed,completed,enabled
重放攻击.md,重放攻击.md,2c625c64-0dd1-4e35-9702-61877791ffdb,7197,completed,completed,enabled
金星大气层可操纵平台.md,金星大气层可操纵平台.md,43f23b3e-43f6-4175-bba2-3131aac4d1a2,5876,completed,completed,enabled
鑫诺六号通信卫星.md,鑫诺六号通信卫星.md,56f8d702-2f85-403d-8fdd-d32d888ddc5d,2244,completed,completed,enabled
铜损.md,铜损.md,a32674eb-ba53-4f78-87f1-7b716ecbb7b8,1774,completed,completed,enabled
铝电解电容器.md,铝电解电容器.md,e49347c2-99c1-412d-a4bc-9e7528e16ef0,4212,completed,completed,enabled
闪烁噪声.md,闪烁噪声.md,7a018d75-a75c-4c61-8647-87481a34d15d,4111,completed,completed,enabled
闸极驱动器.md,闸极驱动器.md,03095613-426b-4d7d-9067-35ecc3586f27,2849,completed,completed,enabled
隔离开关.md,隔离开关.md,94a48458-369b-4296-921e-73135865a9b7,1584,completed,completed,enabled
雪佛兰赛欧.md,雪佛兰赛欧.md,c0fff37d-daf2-4b16-9987-1ed3fb9ad551,6402,completed,completed,enabled
零速度开关.md,零速度开关.md,0cd66af8-9634-4357-a7e5-30a78ae8a413,1577,completed,completed,enabled
震测海洋学.md,震测海洋学.md,eaadbfca-12f8-4e7b-b669-54ee2e712671,4798,completed,completed,enabled
静冈铁道A3000型电联车.md,静冈铁道A3000型电联车.md,b926598b-3ee7-4291-a011-749656de3721,3507,completed,completed,enabled
韶山3C型电力机车.md,韶山3C型电力机车.md,c7a9c230-baed-4572-869d-fd74fc770b06,4420,completed,completed,enabled
顺向式变换器.md,顺向式变换器.md,6f647ae3-3c45-4f9d-a198-d38844ffca6e,1586,completed,completed,enabled
颗粒燃料供暖.md,颗粒燃料供暖.md,1f372934-d5b9-4b35-a168-5b209dcc151d,5537,completed,completed,enabled
飓风伊莎贝尔对宾夕法尼亚州的影响主要.md,飓风伊莎贝尔对宾夕法尼亚州的影响主要.md,6cbe4425-e7a1-411b-9002-4c19cca80a0a,7724,completed,completed,enabled
飞行测试仪.md,飞行测试仪.md,a7192503-6b11-48a0-821d-533add5ff549,1509,completed,completed,enabled
食物垃圾处理机.md,食物垃圾处理机.md,d5703f96-fd5a-4f2a-8311-05a5dc7dd69c,6940,completed,completed,enabled
马来亚铁道20型柴油机车.md,马来亚铁道20型柴油机车.md,0b034bf1-b6b5-44da-b88b-56eda637c7b9,3157,completed,completed,enabled
马来亚铁道92型电力动车组.md,马来亚铁道92型电力动车组.md,2e35f759-e5cc-4415-a882-844dd28ecb6e,5955,completed,completed,enabled
马达缓冲启动器.md,马达缓冲启动器.md,4ab267d0-517a-4089-b3bd-c39e900293c4,3433,completed,completed,enabled
高传真.md,高传真.md,cff2a76f-a1f9-44d1-95f2-114ce4fec422,3812,completed,completed,enabled
高压直流输电.md,高压直流输电.md,a08e989a-ade0-42a7-b959-d379026dd52c,2717,completed,completed,enabled
高强度气体放电灯.md,高强度气体放电灯.md,066777b8-9c5d-485d-a88d-e1f7accd3294,4733,completed,completed,enabled
鲁棒性.md,鲁棒性.md,50a499a4-b706-44c9-a65c-0a6ea54f7d28,3234,completed,completed,enabled
鸭河口火力发电厂.md,鸭河口火力发电厂.md,f9347389-b913-4386-b912-e28f3cb07f3f,6148,completed,completed,enabled
鼓形齿联轴器驱动方式.md,鼓形齿联轴器驱动方式.md,6f1147fc-bf09-4813-9268-78402265222e,7637,completed,completed,enabled
齿条.md,齿条.md,92ce4920-4c18-46fa-9429-93732b6b6814,2698,completed,completed,enabled
